houseCode,partner,province,municipality,barangay,img_house,_location_latitude,_location_longitude,_location_precision,meta/instanceID,_uuid,_submission_time
B_PH083746016_4MAC068,IFRC,Leyte,Tabontabon,District IV Poblacion,1403694162759.jpg,11.04566926,124.9681849,5,uuid:840470a9-ed79-4692-a6f8-3cf8033029df,840470a9-ed79-4692-a6f8-3cf8033029df,2014-09-29T09:47:20
B_PH083746006_CAP043,IFRC,Leyte,Tabontabon,Capahuan,1411969918046.jpg,11.05903471,124.9413574,5,uuid:8ecf8da5-9efb-44d1-8acc-67f74dcaef57,8ecf8da5-9efb-44d1-8acc-67f74dcaef57,2014-09-29T09:49:01
B_PH083746010_MER061,IFRC,Leyte,Tabontabon,Mering,1403702423044.jpg,11.05460615,124.9596746,5,uuid:ace4be44-6e6b-4677-8e2c-055f5c17f0e8,ace4be44-6e6b-4677-8e2c-055f5c17f0e8,2014-09-29T09:49:10
B_PH083746006_CAP085,IFRC,Leyte,Tabontabon,Capahuan,1411973890421.jpg,11.05436213,124.9481126,4,uuid:7a8bd666-129a-4f6a-a115-81379496bd36,7a8bd666-129a-4f6a-a115-81379496bd36,2014-09-29T09:49:38
B_PH083746006_CAP028,IFRC,Leyte,Tabontabon,Capahuan,1411970309233.jpg,11.05911262,124.941266,5,uuid:3fef0bc8-d577-47ba-876f-9ef684bf89f9,3fef0bc8-d577-47ba-876f-9ef684bf89f9,2014-09-29T09:49:56
B_PH083746006_CAP071,IFRC,Leyte,Tabontabon,Capahuan,1411970997337.jpg,11.05729485,124.9412367,5,uuid:bd589144-3bfd-45fd-8181-37fde0f61170,bd589144-3bfd-45fd-8181-37fde0f61170,2014-09-29T09:50:09
B_PH083746006_CAP051,IFRC,Leyte,Tabontabon,Capahuan,1411972955004.jpg,11.05702159,124.9422925,5,uuid:da665d00-3489-4fd1-95bd-b72cac81b0f2,da665d00-3489-4fd1-95bd-b72cac81b0f2,2014-09-29T09:50:23
B_PH083746006_CAP086,IFRC,Leyte,Tabontabon,Capahuan,1411977441782.jpg,11.05979888,124.948823,5,uuid:7eb14ed2-89e4-4f5e-b32d-540e950b7cd9,7eb14ed2-89e4-4f5e-b32d-540e950b7cd9,2014-09-29T09:50:48
B_PH083746013_1QUE042,IFRC,Leyte,Tabontabon,District I Poblacion,1411958622087.jpg,11.04197602,124.9598992,5,uuid:b41ab5c2-d6bb-46a9-91fa-fda9f01f97c6,b41ab5c2-d6bb-46a9-91fa-fda9f01f97c6,2014-09-30T00:48:11
B_PH083746010_MER068,IFRC,Leyte,Tabontabon,Mering,1403702861268.jpg,11.05427695,124.9600634,5,uuid:77531384-4ffb-43e2-8273-37180291dce1,77531384-4ffb-43e2-8273-37180291dce1,2014-09-30T00:49:34
B_PH083746016_4MAC066,IFRC,Leyte,Tabontabon,District IV Poblacion,1403692776582.jpg,11.03876953,124.9705964,5,uuid:2aee311f-c688-47f7-bc96-51177e26b92f,2aee311f-c688-47f7-bc96-51177e26b92f,2014-09-30T00:50:04
B_PH083746013_1QUE013,IFRC,Leyte,Tabontabon,District I Poblacion,1411795115001.jpg,11.04181487,124.9606937,4,uuid:56215055-4c89-487a-b5b2-434ee05d6757,56215055-4c89-487a-b5b2-434ee05d6757,2014-09-30T09:25:07
B_PH083746013_1QUE066,IFRC,Leyte,Tabontabon,District I Poblacion,1411786545953.jpg,11.04198729,124.9613411,4,uuid:1dc08662-d84f-4fdf-a8b4-48e6133f8f71,1dc08662-d84f-4fdf-a8b4-48e6133f8f71,2014-09-30T09:25:28
B_PH083746013_1QUE019,IFRC,Leyte,Tabontabon,District I Poblacion,1411795361011.jpg,11.04178223,124.9606302,4,uuid:7dafc8a6-ac51-4bab-b462-713ab0ca7242,7dafc8a6-ac51-4bab-b462-713ab0ca7242,2014-09-30T09:26:04
B_PH083746013_1QUE041,IFRC,Leyte,Tabontabon,District I Poblacion,1411787288173.jpg,11.04197597,124.9611789,4,uuid:695304c7-6f70-4ba2-8afe-14473fb59be0,695304c7-6f70-4ba2-8afe-14473fb59be0,2014-09-30T09:26:12
B_PH083746013_1QUE028,IFRC,Leyte,Tabontabon,District I Poblacion,1411795931116.jpg,11.04266257,124.9593454,4,uuid:11e78546-5a15-4889-917a-74f326fd6531,11e78546-5a15-4889-917a-74f326fd6531,2014-09-30T09:26:37
B_PH083746013_1QUE032,IFRC,Leyte,Tabontabon,District I Poblacion,1411787592637.jpg,11.04194353,124.9613589,4,uuid:d20c7455-f8c6-472a-8d69-93d86beba775,d20c7455-f8c6-472a-8d69-93d86beba775,2014-09-30T09:26:58
B_PH083746013_1QUE026,IFRC,Leyte,Tabontabon,District I Poblacion,1411796190429.jpg,11.04252198,124.9594273,4,uuid:dac4cd1d-6ef0-4408-985b-c82de68df35a,dac4cd1d-6ef0-4408-985b-c82de68df35a,2014-09-30T09:27:15
B_PH083746013_1QUE072,IFRC,Leyte,Tabontabon,District I Poblacion,1411788072507.jpg,11.04152947,124.9619338,4,uuid:40e3f638-720b-4606-abca-ff0952d3e38d,40e3f638-720b-4606-abca-ff0952d3e38d,2014-09-30T09:27:50
B_PH083746013_1QUE068,IFRC,Leyte,Tabontabon,District I Poblacion,1411796518333.jpg,11.04211563,124.9591425,4,uuid:d34e0565-cc71-4a2f-9555-bcf458a64fd1,d34e0565-cc71-4a2f-9555-bcf458a64fd1,2014-09-30T09:28:08
B_PH083746013_1QUE067,IFRC,Leyte,Tabontabon,District I Poblacion,1411788437271.jpg,11.04134451,124.9619937,4,uuid:b8df497e-331d-45a3-af2b-164dcdb2eb5f,b8df497e-331d-45a3-af2b-164dcdb2eb5f,2014-09-30T09:28:55
B_PH083746013_1QUE025,IFRC,Leyte,Tabontabon,District I Poblacion,1411797225055.jpg,11.04198808,124.9596979,4,uuid:7d78e245-4522-4e2f-8731-6f5c32b4d3e2,7d78e245-4522-4e2f-8731-6f5c32b4d3e2,2014-09-30T09:29:08
B_PH083746013_1QUE024,IFRC,Leyte,Tabontabon,District I Poblacion,1411788743458.jpg,11.04158442,124.9618569,4,uuid:84c34c78-6374-4148-bdad-9aab8e184f90,84c34c78-6374-4148-bdad-9aab8e184f90,2014-09-30T09:30:02
B_PH083746013_1QUE071,IFRC,Leyte,Tabontabon,District I Poblacion,1411797652210.jpg,11.04312497,124.9602015,4,uuid:7064306b-155d-4ddc-ac6a-be945105a355,7064306b-155d-4ddc-ac6a-be945105a355,2014-09-30T09:30:05
B_PH083746013_1QUE022,IFRC,Leyte,Tabontabon,District I Poblacion,1411789091403.jpg,11.04119318,124.9617858,4,uuid:308a1568-646f-4a53-9e51-96d92e6b4ef4,308a1568-646f-4a53-9e51-96d92e6b4ef4,2014-09-30T09:31:06
B_PH083746013_1QUE052,IFRC,Leyte,Tabontabon,District I Poblacion,1411797859209.jpg,11.04306881,124.9601311,4,uuid:6b7f63db-6c6b-46fd-b546-f7dbc47acfd6,6b7f63db-6c6b-46fd-b546-f7dbc47acfd6,2014-09-30T09:31:46
B_PH083746013_1QUE021,IFRC,Leyte,Tabontabon,District I Poblacion,1411789289702.jpg,11.0413422,124.9616356,4,uuid:ef20380b-73b9-4aad-bec6-43ad2449bab4,ef20380b-73b9-4aad-bec6-43ad2449bab4,2014-09-30T09:32:28
B_PH083746013_1QUE053,IFRC,Leyte,Tabontabon,District I Poblacion,1411798769448.jpg,11.04100234,124.9604289,4,uuid:cbe248cf-2888-491c-a47c-7b4c1c8b3678,cbe248cf-2888-491c-a47c-7b4c1c8b3678,2014-09-30T09:32:33
B_PH083746013_1QUE039,IFRC,Leyte,Tabontabon,District I Poblacion,1411802330415.jpg,11.04083368,124.9601843,4,uuid:1bd2a56a-e6af-4868-96da-6b694b3060c3,1bd2a56a-e6af-4868-96da-6b694b3060c3,2014-09-30T09:33:32
B_PH083746013_1QUE061,IFRC,Leyte,Tabontabon,District I Poblacion,1411789651420.jpg,11.04129571,124.9613767,4,uuid:490a18a0-2fe8-4286-b1c0-ab501be749a9,490a18a0-2fe8-4286-b1c0-ab501be749a9,2014-09-30T09:33:39
B_PH083746013_1QUE037,IFRC,Leyte,Tabontabon,District I Poblacion,1411802846914.jpg,11.04088448,124.961588,4,uuid:da850c6f-ade5-4812-9a2e-e348a1b1d3af,da850c6f-ade5-4812-9a2e-e348a1b1d3af,2014-09-30T09:35:28
B_PH083746010_MER065,IFRC,Leyte,Tabontabon,Mering,1412053710389.jpg,11.0472674,124.9552773,5,uuid:353ccaa6-9c25-4288-8eb0-5e4fdf1438b4,353ccaa6-9c25-4288-8eb0-5e4fdf1438b4,2014-09-30T09:35:59
B_PH083746010_MER107,IFRC,Leyte,Tabontabon,Mering,1412045415883.jpg,11.03938014,124.9538615,4,uuid:a2df4f51-85fd-436e-a300-cef8d5c52302,a2df4f51-85fd-436e-a300-cef8d5c52302,2014-09-30T09:36:49
B_PH083746013_1QUE007,IFRC,Leyte,Tabontabon,District I Poblacion,1411789949409.jpg,11.04127988,124.9613524,4,uuid:443b2a2b-e9ae-4a53-8f4f-3a7fb779e121,443b2a2b-e9ae-4a53-8f4f-3a7fb779e121,2014-09-30T09:36:56
B_PH083746010_MER095,IFRC,Leyte,Tabontabon,Mering,1412043829751.jpg,11.03557273,124.9507468,3,uuid:1244fd6e-862e-40ef-96e6-00ade2b67e01,1244fd6e-862e-40ef-96e6-00ade2b67e01,2014-09-30T09:37:40
B_PH083746010_MER083,IFRC,Leyte,Tabontabon,Mering,1412054121233.jpg,11.04696555,124.9547987,3,uuid:c23c29d7-c005-4434-8de6-e7c08362e6ae,c23c29d7-c005-4434-8de6-e7c08362e6ae,2014-09-30T09:38:28
B_PH083746013_1QUE073,IFRC,Leyte,Tabontabon,District I Poblacion,1411803273679.jpg,11.04030659,124.9613385,4,uuid:cfc40ffc-dd3a-42e3-bce4-31fc4e859d5f,cfc40ffc-dd3a-42e3-bce4-31fc4e859d5f,2014-09-30T09:38:30
B_PH083746010_MER089,IFRC,Leyte,Tabontabon,Mering,1412047045826.jpg,11.0389753,124.953015,4,uuid:ddf86fc5-810a-463a-9d18-4ba7d4aec4d1,ddf86fc5-810a-463a-9d18-4ba7d4aec4d1,2014-09-30T09:39:15
B_PH083746010_MER040,IFRC,Leyte,Tabontabon,Mering,1412045212399.jpg,11.03666953,124.9536524,4,uuid:30c46b4a-1e91-42e0-be6c-a3e31f12a47e,30c46b4a-1e91-42e0-be6c-a3e31f12a47e,2014-09-30T09:39:18
B_PH083746013_1QUE012,IFRC,Leyte,Tabontabon,District I Poblacion,1411794920131.jpg,11.0416101,124.9608455,4,uuid:48f47cf3-92b2-43e5-bd86-89376a9fb90c,48f47cf3-92b2-43e5-bd86-89376a9fb90c,2014-09-30T09:39:57
B_PH083746010_MER030,IFRC,Leyte,Tabontabon,Mering,1412054630307.jpg,11.04589254,124.953556,3,uuid:b09b7636-1376-410d-bca3-e1a59c6272d7,b09b7636-1376-410d-bca3-e1a59c6272d7,2014-09-30T09:41:06
B_PH083746006_CAP060,IFRC,Leyte,Tabontabon,Capahuan,1412054070684.jpg,11.05334232,124.942336,5,uuid:c9ebd962-477d-4499-a6fe-19f1fcde325d,c9ebd962-477d-4499-a6fe-19f1fcde325d,2014-09-30T09:41:11
B_PH083746013_1QUE038,IFRC,Leyte,Tabontabon,District I Poblacion,1411803695989.jpg,11.03991535,124.9619317,4,uuid:f0d537f4-3bae-4641-8661-10b27d7db064,f0d537f4-3bae-4641-8661-10b27d7db064,2014-09-30T09:42:29
B_PH083746010_MER088,IFRC,Leyte,Tabontabon,Mering,1412047322861.jpg,11.039035,124.9536457,4,uuid:279fe597-bbe2-4ff6-8f3b-284c3de78e49,279fe597-bbe2-4ff6-8f3b-284c3de78e49,2014-09-30T09:43:04
B_PH083746006_CAP053,IFRC,Leyte,Tabontabon,Capahuan,1385790731721.jpg,11.06080838,124.9494366,5,uuid:b41dfa25-5d76-4a44-b0dc-a98f8c807e47,b41dfa25-5d76-4a44-b0dc-a98f8c807e47,2014-09-30T09:43:08
B_PH083746013_1QUE030,IFRC,Leyte,Tabontabon,District I Poblacion,1411795326084.jpg,11.04179185,124.9607601,4,uuid:e6c46dd8-a4a5-48ec-829e-780ef281ca8e,e6c46dd8-a4a5-48ec-829e-780ef281ca8e,2014-09-30T09:44:12
B_PH083746006_CAP083,IFRC,Leyte,Tabontabon,Capahuan,1412056833248.jpg,11.06047678,124.9483447,5,uuid:21f39432-03cb-43c3-8585-5fec95ea0911,21f39432-03cb-43c3-8585-5fec95ea0911,2014-09-30T09:44:23
B_PH083746010_MER007,IFRC,Leyte,Tabontabon,Mering,1412056844418.jpg,11.04626152,124.9563876,5,uuid:9b89f88b-f857-4003-a628-7bd308b49f59,9b89f88b-f857-4003-a628-7bd308b49f59,2014-09-30T09:44:59
B_PH083746010_MER090,IFRC,Leyte,Tabontabon,Mering,1412049439868.jpg,11.04161207,124.9572287,5,uuid:0de07a6e-d69d-45ee-9bb6-f0a6f69849f9,0de07a6e-d69d-45ee-9bb6-f0a6f69849f9,2014-09-30T09:45:40
B_PH083746013_1QUE040,IFRC,Leyte,Tabontabon,District I Poblacion,1411803929152.jpg,11.03976963,124.9619058,4,uuid:523d6d9a-c7ed-43e8-93e7-8d983ed54c6d,523d6d9a-c7ed-43e8-93e7-8d983ed54c6d,2014-09-30T09:46:53
B_PH083746013_1QUE027,IFRC,Leyte,Tabontabon,District I Poblacion,1411795954027.jpg,11.04267213,124.9593224,4,uuid:7433871d-4a39-4ddd-9c8b-31d511d8ad17,7433871d-4a39-4ddd-9c8b-31d511d8ad17,2014-09-30T09:47:15
B_PH083746010_MER009,IFRC,Leyte,Tabontabon,Mering,1412057776737.jpg,11.04322284,124.9588855,4,uuid:51db13b1-241b-406f-a897-1bbf058f3b82,51db13b1-241b-406f-a897-1bbf058f3b82,2014-09-30T09:47:20
B_PH083746010_MER104,IFRC,Leyte,Tabontabon,Mering,1412055077612.jpg,11.04753933,124.9533135,4,uuid:e9fd3473-f55c-4f9a-b42b-f47458b754a8,e9fd3473-f55c-4f9a-b42b-f47458b754a8,2014-09-30T09:47:30
B_PH083746006_CAP026,IFRC,Leyte,Tabontabon,Capahuan,1411787373657.jpg,11.05727004,124.9450569,5,uuid:dad1c982-abb4-4f5d-a6e7-25528a175b62,dad1c982-abb4-4f5d-a6e7-25528a175b62,2014-09-30T09:47:30
B_PH083746010_MER133,IFRC,Leyte,Tabontabon,Mering,1412054521092.jpg,11.04705633,124.9541539,5,uuid:13f1a69f-9011-4721-b337-8c7b44bd7356,13f1a69f-9011-4721-b337-8c7b44bd7356,2014-09-30T09:48:41
B_PH083746010_MER056,IFRC,Leyte,Tabontabon,Mering,1412058820399.jpg,11.04880215,124.95765,5,uuid:6e2addb3-6248-4618-9e4a-fc3897cf70c5,6e2addb3-6248-4618-9e4a-fc3897cf70c5,2014-09-30T09:48:51
B_PH083746013_1QUE033,IFRC,Leyte,Tabontabon,District I Poblacion,1411804140649.jpg,11.03968888,124.9613765,4,uuid:3d79be18-8554-4eda-9629-e4c00f972a25,3d79be18-8554-4eda-9629-e4c00f972a25,2014-09-30T09:50:04
B_PH083746006_CAP040,IFRC,Leyte,Tabontabon,Capahuan,1411788032533.jpg,11.05827607,124.9452482,3,uuid:01fdfee3-7e84-4b0d-9cd1-65ed6cccbf8e,01fdfee3-7e84-4b0d-9cd1-65ed6cccbf8e,2014-09-30T09:50:50
B_PH083746010_MER029,IFRC,Leyte,Tabontabon,Mering,1412057379462.jpg,11.04581742,124.9569907,4,uuid:a0c1ad22-297b-4c45-9ee1-1da4046a6847,a0c1ad22-297b-4c45-9ee1-1da4046a6847,2014-09-30T09:50:53
B_PH083746013_1QUE011,IFRC,Leyte,Tabontabon,District I Poblacion,1411796470416.jpg,11.04228202,124.9593758,4,uuid:8c6431ad-834d-4ae2-b2bb-815ce0c7a17e,8c6431ad-834d-4ae2-b2bb-815ce0c7a17e,2014-09-30T09:50:56
B_PH083746010_MER052,IFRC,Leyte,Tabontabon,Mering,1412056264585.jpg,11.04763302,124.9535046,4,uuid:2e65ac6e-5fe7-4fe6-b84a-97e09183611c,2e65ac6e-5fe7-4fe6-b84a-97e09183611c,2014-09-30T09:51:44
B_PH083746010_MER072,IFRC,Leyte,Tabontabon,Mering,1412059673944.jpg,11.05120289,124.9584064,4,uuid:8fd0731f-e766-43e6-92a3-69af1ea39f59,8fd0731f-e766-43e6-92a3-69af1ea39f59,2014-09-30T09:51:52
B_PH083746010_MER005,IFRC,Leyte,Tabontabon,Mering,1412060176845.jpg,11.05195284,124.9592883,5,uuid:cc727b12-8a65-4e49-85b8-5dd0bda97f04,cc727b12-8a65-4e49-85b8-5dd0bda97f04,2014-09-30T09:53:30
B_PH083746010_MER087,IFRC,Leyte,Tabontabon,Mering,1412046716587.jpg,11.03826657,124.9530997,4,uuid:62133eeb-cee8-44e2-8611-9b1661ba3bde,62133eeb-cee8-44e2-8611-9b1661ba3bde,2014-09-30T09:54:36
B_PH083746013_1QUE036,IFRC,Leyte,Tabontabon,District I Poblacion,1411796856049.jpg,11.04274543,124.959881,4,uuid:a178a560-1549-4259-ac05-45365c0ea476,a178a560-1549-4259-ac05-45365c0ea476,2014-09-30T09:54:58
B_PH083746010_MER053,IFRC,Leyte,Tabontabon,Mering,1412060456529.jpg,11.0528379,124.9590497,4,uuid:49f51c43-672a-4e02-8747-89ca36f80271,49f51c43-672a-4e02-8747-89ca36f80271,2014-09-30T09:55:49
B_PH083746010_MER092,IFRC,Leyte,Tabontabon,Mering,1412046930934.jpg,11.03862466,124.9536778,5,uuid:9e1a5b27-aedf-4edc-a297-c3d95dd13bcb,9e1a5b27-aedf-4edc-a297-c3d95dd13bcb,2014-09-30T09:56:14
B_PH083746014_2RIZ037,IFRC,Leyte,Tabontabon,District II Poblacion,1411795058887.jpg,11.04059495,124.9637531,5,uuid:65eadafc-b660-45ec-83ac-fef5ba772420,65eadafc-b660-45ec-83ac-fef5ba772420,2014-09-30T09:56:36
B_PH083746013_1QUE034,IFRC,Leyte,Tabontabon,District I Poblacion,1411797921412.jpg,11.0428477,124.9601341,4,uuid:9aefc495-5d41-43c0-acec-3dfc18bc5a08,9aefc495-5d41-43c0-acec-3dfc18bc5a08,2014-09-30T09:58:52
B_PH083746010_MER074,IFRC,Leyte,Tabontabon,Mering,1412054022471.jpg,11.04732126,124.9554086,5,uuid:b324a8f7-f210-4160-8660-4cb95f66e7a9,b324a8f7-f210-4160-8660-4cb95f66e7a9,2014-09-30T09:59:07
B_PH083746010_MER135,IFRC,Leyte,Tabontabon,Mering,1412060975386.jpg,11.05327396,124.959523,4,uuid:519ad878-e8dc-4d41-b493-1d1b4800d4f3,519ad878-e8dc-4d41-b493-1d1b4800d4f3,2014-09-30T09:59:13
B_PH083746014_2RIZ055,IFRC,Leyte,Tabontabon,District II Poblacion,1411795840152.jpg,11.04043188,124.9636311,5,uuid:889b89ce-593e-4926-8972-2b55a3a37893,889b89ce-593e-4926-8972-2b55a3a37893,2014-09-30T09:59:36
B_PH083746006_CAP019,IFRC,Leyte,Tabontabon,Capahuan,1412056043472.jpg,11.06043623,124.9487232,4,uuid:a60f1481-4294-42e9-8b20-4aaf1f2bf9a6,a60f1481-4294-42e9-8b20-4aaf1f2bf9a6,2014-09-30T10:00:23
B_PH083746013_1QUE065,IFRC,Leyte,Tabontabon,District I Poblacion,1411802817054.jpg,11.04057568,124.9616977,4,uuid:105c085f-61a3-409d-bac7-f7a832d33371,105c085f-61a3-409d-bac7-f7a832d33371,2014-09-30T10:01:03
B_PH083746006_CAP084,IFRC,Leyte,Tabontabon,Capahuan,1412056528297.jpg,11.06085655,124.9484502,5,uuid:e5dd32a0-1f04-4c31-96d6-1997bd58c40b,e5dd32a0-1f04-4c31-96d6-1997bd58c40b,2014-09-30T10:02:54
B_PH083746010_MER171,IFRC,Leyte,Tabontabon,Mering,1412045257889.jpg,11.0386407,124.9533492,4,uuid:e8e829d1-9cfc-4592-87f2-9f574b53b912,e8e829d1-9cfc-4592-87f2-9f574b53b912,2014-09-30T10:02:57
B_PH083746014_2RIZ058,IFRC,Leyte,Tabontabon,District II Poblacion,1411796046379.jpg,11.04038548,124.9637023,5,uuid:70ac2ea6-3c27-4dff-8537-760b3d899d04,70ac2ea6-3c27-4dff-8537-760b3d899d04,2014-09-30T10:03:03
B_PH083746013_1QUE063,IFRC,Leyte,Tabontabon,District I Poblacion,1411803724738.jpg,11.042492,124.9627807,4,uuid:bb882ec5-aac2-4ed0-83fe-9fecfb82dea7,bb882ec5-aac2-4ed0-83fe-9fecfb82dea7,2014-09-30T10:03:32
B_PH083746010_MER106,IFRC,Leyte,Tabontabon,Mering,1412058785972.jpg,11.04714862,124.9572244,5,uuid:a660c941-fea7-4acd-8667-cc9be9b19b03,a660c941-fea7-4acd-8667-cc9be9b19b03,2014-09-30T10:04:25
B_PH083746006_CAP007,IFRC,Leyte,Tabontabon,Capahuan,1412057163851.jpg,11.06033239,124.9485888,4,uuid:4ac37227-5e7c-4200-b18e-6b1ee287b096,4ac37227-5e7c-4200-b18e-6b1ee287b096,2014-09-30T10:04:43
B_PH083746010_MER174,IFRC,Leyte,Tabontabon,Mering,1412046312640.jpg,11.03835984,124.9536127,5,uuid:df6ba832-1a4d-4ced-b79e-a171f34ea951,df6ba832-1a4d-4ced-b79e-a171f34ea951,2014-09-30T10:05:29
B_PH083746014_2RIZ029,IFRC,Leyte,Tabontabon,District II Poblacion,1411796366982.jpg,11.04025174,124.9638549,5,uuid:dea2198f-8bd1-4621-8f58-f4784e88e210,dea2198f-8bd1-4621-8f58-f4784e88e210,2014-09-30T10:06:19
B_PH083746010_MER076,IFRC,Leyte,Tabontabon,Mering,1412060547536.jpg,11.04985044,124.9594493,4,uuid:cd1846f7-7bcf-4ec9-a181-97b3d041f50d,cd1846f7-7bcf-4ec9-a181-97b3d041f50d,2014-09-30T10:06:25
B_PH083746006_CAP049,IFRC,Leyte,Tabontabon,Capahuan,1412057675332.jpg,11.05988257,124.9483461,4,uuid:c9b1ab56-f85c-49d0-ace9-88cd64ff88cf,c9b1ab56-f85c-49d0-ace9-88cd64ff88cf,2014-09-30T10:07:25
B_PH083746010_MER175,IFRC,Leyte,Tabontabon,Mering,1412046683021.jpg,11.03876076,124.953193,5,uuid:9e27fb25-3260-4e16-97b4-104e36160723,9e27fb25-3260-4e16-97b4-104e36160723,2014-09-30T10:08:22
B_PH083746006_CAP067,IFRC,Leyte,Tabontabon,Capahuan,1412058178216.jpg,11.05962654,124.9480782,5,uuid:a2f57249-60d3-4221-84f5-092e97a18a6a,a2f57249-60d3-4221-84f5-092e97a18a6a,2014-09-30T10:08:43
B_PH083746014_2RIZ014,IFRC,Leyte,Tabontabon,District II Poblacion,1411796661851.jpg,11.04024216,124.9638425,5,uuid:8080d2a7-8876-42cb-b727-a9b74d82b8be,8080d2a7-8876-42cb-b727-a9b74d82b8be,2014-09-30T10:09:08
B_PH083746006_CAP059,IFRC,Leyte,Tabontabon,Capahuan,1412058614601.jpg,11.05964607,124.9474429,4,uuid:6c5fd03b-17df-49c0-9869-ac551343c805,6c5fd03b-17df-49c0-9869-ac551343c805,2014-09-30T10:10:13
B_PH083746016_4MAC027,IFRC,Leyte,Tabontabon,District IV Poblacion,1399087154248.jpg,11.04275556,124.9726885,5,uuid:862d4a23-d95a-4b17-8e37-b8e56b839612,862d4a23-d95a-4b17-8e37-b8e56b839612,2014-09-30T10:10:18
B_PH083746010_MER086,IFRC,Leyte,Tabontabon,Mering,1412047181670.jpg,11.03907728,124.9527874,5,uuid:0399b7e6-c705-474e-8a2a-ec13d3df8b45,0399b7e6-c705-474e-8a2a-ec13d3df8b45,2014-09-30T10:10:23
B_PH083746014_2RIZ052,IFRC,Leyte,Tabontabon,District II Poblacion,1411797856194.jpg,11.04098203,124.9636403,5,uuid:e14065f9-d61a-4be7-b510-331f03f19a26,e14065f9-d61a-4be7-b510-331f03f19a26,2014-09-30T10:12:27
B_PH083746010_MER085,IFRC,Leyte,Tabontabon,Mering,1412047400450.jpg,11.03907753,124.9527877,5,uuid:d53434b9-4206-4a68-b2f2-ec7018c478a1,d53434b9-4206-4a68-b2f2-ec7018c478a1,2014-09-30T10:12:32
B_PH083746016_4MAC026,IFRC,Leyte,Tabontabon,District IV Poblacion,1399094720585.jpg,11.04458215,124.9644622,5,uuid:fca052bb-d875-44fd-b9ca-28458d8f571e,fca052bb-d875-44fd-b9ca-28458d8f571e,2014-09-30T10:12:50
B_PH083746013_1QUE055,IFRC,Leyte,Tabontabon,District I Poblacion,1399100493361.jpg,11.04045826,124.9617235,5,uuid:38491aee-a418-4ce4-a4a7-e2bf0ecdc1c7,38491aee-a418-4ce4-a4a7-e2bf0ecdc1c7,2014-09-30T10:14:29
B_PH083746014_2RIZ044,IFRC,Leyte,Tabontabon,District II Poblacion,1411798132152.jpg,11.04101962,124.9635992,5,uuid:480918ba-31bc-4e73-bccc-06f9356e3e57,480918ba-31bc-4e73-bccc-06f9356e3e57,2014-09-30T10:14:39
B_PH083746010_MER172,IFRC,Leyte,Tabontabon,Mering,1412048304716.jpg,11.03995322,124.9559182,5,uuid:803971a4-18fa-49a5-81eb-afd708c7a558,803971a4-18fa-49a5-81eb-afd708c7a558,2014-09-30T10:14:42
B_PH083746010_MER096,IFRC,Leyte,Tabontabon,Mering,1412044347443.jpg,11.0369431,124.9512996,5,uuid:1bb31f8d-7d04-45a3-823a-72a2b7921ff4,1bb31f8d-7d04-45a3-823a-72a2b7921ff4,2014-09-30T10:14:50
B_PH083746010_MER070,IFRC,Leyte,Tabontabon,Mering,,11.05431484,124.9599489,5,uuid:3847f4b2-eec1-4eba-b2f5-51980cbcf23c,3847f4b2-eec1-4eba-b2f5-51980cbcf23c,2014-09-30T09:23:11
B_PH083746010_MER084,IFRC,Leyte,Tabontabon,Mering,1412045849996.jpg,11.03841742,124.9534392,5,uuid:d19df24a-303f-496d-92b2-cfb804a19985,d19df24a-303f-496d-92b2-cfb804a19985,2014-10-01T01:27:02
B_PH083746010_MER073,IFRC,Leyte,Tabontabon,Mering,1411797071034.jpg,11.05433757,124.960126,5,uuid:901cd09d-f193-4b03-91f7-2080358a7fef,901cd09d-f193-4b03-91f7-2080358a7fef,2014-10-01T01:29:34
B_PH083746010_MER070,IFRC,Leyte,Tabontabon,Mering,1411797403893.jpg,11.05428135,124.9600031,3,uuid:5f9dcdc0-58d6-4360-a4e1-ea3addc243fd,5f9dcdc0-58d6-4360-a4e1-ea3addc243fd,2014-10-01T01:29:46
B_PH083746010_MER075,IFRC,Leyte,Tabontabon,Mering,1411797685934.jpg,11.05432695,124.9603593,4,uuid:30c66b02-d07e-4553-9577-eb4336dfa161,30c66b02-d07e-4553-9577-eb4336dfa161,2014-10-01T01:29:50
B_PH083746010_MER047,IFRC,Leyte,Tabontabon,Mering,1411798207165.jpg,11.05462899,124.9597795,5,uuid:0442d18d-5ef6-4a89-a8e0-25eaea3dfa23,0442d18d-5ef6-4a89-a8e0-25eaea3dfa23,2014-10-01T01:29:53
B_PH083746010_MER050,IFRC,Leyte,Tabontabon,Mering,1411798591873.jpg,11.05453942,124.9598283,4,uuid:be157f3f-9735-4dad-9ef4-d0b4ec84cec7,be157f3f-9735-4dad-9ef4-d0b4ec84cec7,2014-10-01T01:29:55
B_PH083746010_MER020,IFRC,Leyte,Tabontabon,Mering,1411801533174.jpg,11.0457927,124.9566084,3,uuid:8e77f9a9-51d2-43cd-8a08-0ba1c65bffe2,8e77f9a9-51d2-43cd-8a08-0ba1c65bffe2,2014-10-01T01:29:58
B_PH083746010_MER021,IFRC,Leyte,Tabontabon,Mering,1411802569200.jpg,11.04352162,124.9592475,3,uuid:61930acd-1893-48a5-a87b-0554561d6707,61930acd-1893-48a5-a87b-0554561d6707,2014-10-01T01:29:59
